"Associate","Location_Name","Type","Ref_No","Location Ref","Id","Notes","Address","City","State","Postal_Code","Address Country","Region","Country","Alternate Factor Region","Group Level 1","Group Level 2","Group Level 3","Group_Associate","Report_Percent","Effective_From","Effective_To","Group_Type","Latitude","Longitude","ANZSIC Code","Opened On","Closed On"
"Downer","SH58 SAFETY IMPROVEMENT STG 2B","Infrastructure","L9.DNZJ.DS2673","JP_DS2673","","TI-NZT-DS2673 - SH58 SAFETY IMPROVEMENT ST",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SH88 PORT CHALMERS SAFETY IMPR","Other","L9.DNZJ.DS2652","JP_DS2652","","","Sir John Thorn Drive","Roseneath","Dunedin","9023","New Zealand","Waitati","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-45.8234","170.6022",,,
"Downer","Shands Rd Occupancy Site Dept","Other","L9.DNZ.810.10.150","10150","","10.15","55 Shands Road","Hornby","Christchurch","8042","New Zealand","Christchurch","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-43.5478","172.521",,,
"Downer","SHCF UNIT 14C PROJECT","Project","L9.DNZ.HC0354","JP_HC0354","","",,,,,"","Te Kauwhata","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Shed - 125 Hayward Avenue, Torrensville","Warehouse","L9.J.10920030","10920030","","Only captured 50% electricity usage.","Unit 1,125 Hayward Avenue","Torrensville","South Australia","","","South Australia","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","Shepparton Contracting","Other","L9.J.170309","170309","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Shepparton Support","Other","L9.J.170310","170310","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Shepperton Site Management","Other","L9.J.170363","170363","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SHMPAC","Other","L9.DNZ.HC0343","JP_HC0343","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Shoalhaven  Airfield Ops","Other","L9.S.16011496","16011496","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Shoalhaven  Clean","Other","L9.S.16011488","L9.S.16011488","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Shoalhaven  Estate Upkeep","Other","L9.S.16011492","16011492","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Shoalhaven  Land","Other","L9.S.16011489","16011489","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Shoalhaven  Range & Training","Other","L9.S.16011491","16011491","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Shoalhaven  Transport","Other","L9.S.16011495","16011495","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Shoalhaven Overhead","Other","L9.S.14000514","14000514","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","SI&CS FY20 and FY23 Subcontractors","Agency","L9.S.26020558","L9.S.26020558","","",,,,,"","Auckland City","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Siemens","Office","","","","National contract with multiple service sites including as of Apr 2023:
- Port Melbourne, VIC
- Bayswater, VIC
- Belmont, WA
- Osborne Park, WA
- Yatala, QLD
- Bowen Hills, QLD
- Tonsley, SA
- Macquarie Park, NSW (Historic)",,,,,"","New South Wales","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Site 1","Retail, Warehouse","","","","",,,,,"","New South Wales","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SITE 6 WYNYARD QUARTER","Other","L9.DNZ.HA0403","JP_HA0403","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Skilltech - Barwon Water","Office / Warehouse","L9.S.16013434","L9.S.16013434","","",,,,,"","Victoria","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Skilltech - Mitchell","Branch Office","L9.S.13000908","","","","69/71 Darling Street","Mitchell","ACT","","","Australian Capital Territory","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Skilltech - Port Macquarie","Office","L9.S.13000907","","","","1A/19 Short St,","Port Macquarie","NSW","","","New South Wales","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Skilltech - Rydalmere","Depot","L9.S.13000871","L9.S.13000871","","","Unit S 10-16 South Street","Rydalmere","NSW","2116","","Parramatta","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,"692",,
"Downer","Skilltech - Stuart Park","Depot","L9.S.13000907","","","","Lot 6866
23 A/90 Frances Bay Drive","Stuart Park","NT","0820","Australia","Northern Territory","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Skilltech Management","Other","L9.S.13000907","13000907","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SKT National Projects","Other","L9.S.16013628","-48008462","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Auckland EU Subcontractors","Other","L9.DNZ.810.21030","L9.DNZ.810.21030","L9.DNZ.810.21030","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Canterbury EU Subcontractors","Other","L9.DNZ.810.21028","L9.DNZ.810.21028","L9.DNZ.810.21028","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Central Otago EU Subcontractors","Other","L9.DNZ.810.21045","L9.DNZ.810.21045","L9.DNZ.810.21045","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Gisborne EU Subcontractors","Other","L9.DNZ.810.21032","L9.DNZ.810.21032","L9.DNZ.810.21032","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Hawkes Bay EU Subcontractors","Other","L9.DNZ.810.21026","L9.DNZ.810.21026","L9.DNZ.810.21026","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Manawatu EU Subcontractors","Other","L9.DNZ.810.21026","L9.DNZ.810.21026","L9.DNZ.810.21026","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - New Plymouth EU Subcontractors","Other","L9.DNZ.810.21032","L9.DNZ.810.21032","L9.DNZ.810.21032","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Northland EU Subcontractors","Other","L9.DNZ.810.21027","L9.DNZ.810.21027","L9.DNZ.810.21027","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Otago EU Subcontractors","Other","L9.DNZ.810.21045","L9.DNZ.810.21045","L9.DNZ.810.21045","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Rotorua EU Subcontractors","Other","L9.DNZ.810.21032","L9.DNZ.810.21032","L9.DNZ.810.21032","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - South Canterbury EU Subcontractors","Other","L9.DNZ.810.21028","L9.DNZ.810.21028","L9.DNZ.810.21028","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Southland EU Subcontractors","Other","L9.DNZ.810.21045","L9.DNZ.810.21045","L9.DNZ.810.21045","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Taupo EU Subcontractors","Other","L9.DNZ.810.21032","L9.DNZ.810.21032","L9.DNZ.810.21032","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Tauranga EU Subcontractors","Other","L9.DNZ.810.21031","L9.DNZ.810.21031","L9.DNZ.810.21031","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Waikato EU Subcontractors","Other","L9.DNZ.810.21028","L9.DNZ.810.21028","L9.DNZ.810.21028","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Wellington EU Subcontractors","Other","L9.DNZ.810.21046","L9.DNZ.810.21046","L9.DNZ.810.21046","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SkyTV Res - Whanganui EU Subcontractors","Other","L9.DNZ.810.21026","L9.DNZ.810.21026","L9.DNZ.810.21026","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SL Auckland Area Manager","Other","L9.DUN.70110","PG70110","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","SL Auckland Operations","Other","L9.DUN.70111","PG70111","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","SMC Plant","Other","L9.S.16013639","-400129946","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SNSW Estate Development","Other","L9.S.16013945","16013945","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","SOHO APARTMENTS REMEDIAL WORKS","Other","L9.DNZ.HW0192","JP_HW0192","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Somerton Emulsion Plant","Emulsion Plant","L9.J.17030134","8001","8001","Pakenham emusltion plant relocated to Somerton","125-129 Somerton Road","Somerton","VIC","3062","Australia","Victoria","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.642","144.942","170",2016/07/01,
"Downer","Somerton Rail Depot","Depot","L9.J.17032664","L9.J.17032664","","","125-129 Somerton Road","Somerton","VIC","3062","Australia","Victoria","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.642","144.942","310",,
"Downer","Somme Pde Water & Gas Renewal","Other","L9.DNZJ.552416","552416","","TI-NZT-552416 - Somme Pde Water & Gas Renewal",,,,,"","Whangarei","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","South Admin Team","Other","L9.DNZJ.54946","54946","","TI-NZT-54946 - South Admin Team",,,,,"","Southland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","South Bank Contract Mgmt Serv Del","Other","L9.S.16012211","16012211","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","South Business Development","Other","L9.DNZJ.54951","54951","","TI-NZT-54951 - South",,,,,"","Southland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","South Canterbury Telco Ops","Other","L9.DNZ.810.10.187","10187","","10.187","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","South East Region OH","Other","L9.J.200401","200401","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","DT Infrastructure (pre Sept 23 divestment)","Downer","100.0000",,,"Classification",,,,,
"Downer","South East Water EU Subcontractors","Other","L9.ENG.340.15550","L9.ENG.340.15550","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","South Gippsland Water - WMS","Other","L9.S.16013987","16013987","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","South Island - 45002377","Other","L9.S.26016608","2000004488","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","South Island CJESP","Other","L9.DNZ.810.10.140","10140","","10.14","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","South Island Corrections","Other","L9.DNZ.810.10.137","10137","","10.137","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
